source_symbol,feature_name,resolved_hgnc_symbol,mapping_method,mapping_source
SEPTIN7,Q16181,SEPTIN7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SEPTIN8,Q92599,SEPTIN8,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SEPTIN9,Q9UHD8,SEPTIN9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERBP1,Q8NC51,SERBP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERGEF,Q9UGK8,SERGEF,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERINC1,Q9NRX5,SERINC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERINC5,Q86VE9,SERINC5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINA10,Q9UK55,SERPINA10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINA11,Q86U17,SERPINA11,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SERPINA4,P29622,SERPINA4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINA5,P05154,SERPINA5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINA7,P05543,SERPINA7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINB1,P30740,SERPINB1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINB10,P48595,SERPINB10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINB2,P05120,SERPINB2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINB7,O75635,SERPINB7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINB8,P50452,SERPINB8,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINB9,P50453,SERPINB9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINE1,P05121,SERPINE1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINF1,P36955,SERPINF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SERPINF2,P08697,SERPINF2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SESN1,Q9Y6P5,SESN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SESTD1,Q86VW0,SESTD1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SET,Q01105,SET,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SETD2,Q9BYW2,SETD2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SETD6,Q8TBK2,SETD6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SEZ6L2,Q6UXD5,SEZ6L2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SF3A2,Q15428,SF3A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SF3B5,Q9BWJ5,SF3B5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SFN,P31947,SFN,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SFPQ,P23246,SFPQ,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SFRP1,Q8N474,SFRP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SFSWAP,Q12872,SFSWAP,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SFT2D2,O95562,SFT2D2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SFXN1,Q9H9B4,SFXN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SFXN2,Q96NB2,SFXN2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SFXN3,Q9BWM7,SFXN3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SGCB,Q16585,SGCB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SGCD,Q92629,SGCD,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SGIP1,Q9BQI5,SGIP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SGK2,Q9HBY8,SGK2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SGK3,Q96BR1,SGK3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SGSM2,O43147,SGSM2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SGSM3,Q96HU1,SGSM3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SGTA,O43765,SGTA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SGTB,Q96EQ0,SGTB,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH2B1,Q9NRF2,SH2B1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH2D1A,O60880,SH2D1A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH2D2A,Q9NP31,SH2D2A,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH2D3C,Q8N5H7,SH2D3C,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3BGRL2,Q9UJC5,SH3BGRL2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3BGRL3,Q9H299,SH3BGRL3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3BP4,Q9P0V3,SH3BP4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3BP5,O60239,SH3BP5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3GL1,Q99961,SH3GL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3GLB1,Q9Y371,SH3GLB1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3GLB2,Q9NR46,SH3GLB2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3KBP1,Q96B97,SH3KBP1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3PXD2B,A1X283,SH3PXD2B,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3RF1,Q7Z6J0,SH3RF1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SH3RF2,Q8TEC5,SH3RF2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SHB,Q15464,SHB,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SHBG,P04278,SHBG,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SHC1,P29353,SHC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SHC3,Q92529,SHC3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SHFL,Q9NUL5,SHFL,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SHKBP1,Q8TBC3,SHKBP1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SHMT2,P34897,SHMT2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SHPRH,Q149N8,SHPRH,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SHROOM1,Q2M3G4,SHROOM1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SHROOM2,Q13796,SHROOM2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SHTN1,A0MZ66,SHTN1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIAE,Q9HAT2,SIAE,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIAH1,Q8IUQ4,SIAH1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIAH2,O43255,SIAH2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIGLEC1,Q9BZZ2,SIGLEC1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SIGLEC10,Q96LC7,SIGLEC10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIGLEC11,Q96RL6,SIGLEC11,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIGLEC7,Q9Y286,SIGLEC7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIGLEC8,Q9NYZ4,SIGLEC8,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SIK3,Q9Y2K2,SIK3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIPA1,Q96FS4,SIPA1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIRPA,P78324,SIRPA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIRPB1,O00241,SIRPB1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SIRT6,Q8N6T7,SIRT6,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SKAP1,Q86WV1,SKAP1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SKIC2,Q15477,SKIC2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SKIC8,Q9GZS3,SKIC8,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLA,Q13239,SLA,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC10A1,Q14973,SLC10A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC10A5,Q5PT55,SLC10A5,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC10A7,Q0GE19,SLC10A7,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC11A1,P49279,SLC11A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC11A2,P49281,SLC11A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC12A9,Q9BXP2,SLC12A9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC13A5,Q86YT5,SLC13A5,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC14A1,Q13336,SLC14A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC15A3,Q8IY34,SLC15A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC15A4,Q8N697,SLC15A4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC16A10,Q8TF71,SLC16A10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC16A2,P36021,SLC16A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC16A3,O15427,SLC16A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC16A7,O60669,SLC16A7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC17A1,Q14916,SLC17A1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC17A2,O00624,SLC17A2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC17A3,O00476,SLC17A3,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC17A5,Q9NRA2,SLC17A5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC18A1,P54219,SLC18A1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC19A1,P41440,SLC19A1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC19A3,Q9BZV2,SLC19A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC1A1,P43005,SLC1A1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC1A3,P43003,SLC1A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC1A4,P43007,SLC1A4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC20A1,Q8WUM9,SLC20A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC22A18,Q96BI1,SLC22A18,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC22A3,O75751,SLC22A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC22A7,Q9Y694,SLC22A7,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC23A2,Q9UGH3,SLC23A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC25A10,Q9UBX3,SLC25A10,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC25A18,Q9H1K4,SLC25A18,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC25A19,Q9HC21,SLC25A19,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC25A21,Q9BQT8,SLC25A21,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC25A24,Q6NUK1,SLC25A24,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC25A25,Q6KCM7,SLC25A25,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC25A3,Q00325,SLC25A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC25A32,Q9H2D1,SLC25A32,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC25A4,P12235,SLC25A4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC25A42,Q86VD7,SLC25A42,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC25A6,P12236,SLC25A6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC26A2,P50443,SLC26A2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC26A6,Q9BXS9,SLC26A6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC26A7,Q8TE54,SLC26A7,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC27A3,Q5K4L6,SLC27A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC27A5,Q9Y2P5,SLC27A5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC27A6,Q9Y2P4,SLC27A6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC28A1,O00337,SLC28A1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC29A1,Q99808,SLC29A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC2A13,Q96QE2,SLC2A13,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC2A2,P11168,SLC2A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC2A3,P11169,SLC2A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC2A4,P14672,SLC2A4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC2A5,P22732,SLC2A5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC2A6,Q9UGQ3,SLC2A6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC2A8,Q9NY64,SLC2A8,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC30A5,Q8TAD4,SLC30A5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC31A1,O15431,SLC31A1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC35A2,P78381,SLC35A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC35B1,P78383,SLC35B1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC35B4,Q969S0,SLC35B4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC35D2,Q76EJ3,SLC35D2,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC35E1,Q96K37,SLC35E1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC35E2B,P0CK96,SLC35E2B,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC35E3,Q7Z769,SLC35E3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC35F6,Q8N357,SLC35F6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC38A1,Q9H2H9,SLC38A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC38A2,Q96QD8,SLC38A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC38A3,Q99624,SLC38A3,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC38A7,Q9NVC3,SLC38A7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC39A1,Q9NY26,SLC39A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC39A9,Q9NUM3,SLC39A9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC3A2,P08195,SLC3A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC43A1,O75387,SLC43A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC43A2,Q8N370,SLC43A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC43A3,Q8NBI5,SLC43A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC44A2,Q8IWA5,SLC44A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC44A3,Q8N4M1,SLC44A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC46A1,Q96NT5,SLC46A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC49A3,Q6UXD7,SLC49A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC49A4,Q96SL1,SLC49A4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC4A1AP,Q9BWU0,SLC4A1AP,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC4A2,P04920,SLC4A2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC4A4,Q9Y6R1,SLC4A4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC4A7,Q9Y6M7,SLC4A7,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC50A1,Q9BRV3,SLC50A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC5A1,P13866,SLC5A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC5A6,Q9Y289,SLC5A6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC5A9,Q2M3M2,SLC5A9,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC66A3,Q8N755,SLC66A3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC6A6,P31641,SLC6A6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC7A1,P30825,SLC7A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC7A14,Q8TBB6,SLC7A14,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC7A4,O43246,SLC7A4,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC7A7,Q9UM01,SLC7A7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC7A8,Q9UHI5,SLC7A8,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC8A1,P32418,SLC8A1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLC9A1,P19634,SLC9A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC9A3R2,Q15599,SLC9A3R2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC9A6,Q92581,SLC9A6,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC9A7,Q96T83,SLC9A7,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLC9A9,Q8IVB4,SLC9A9,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLCO1B1,Q9Y6L6,SLCO1B1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLCO1B3,Q9NPD5,SLCO1B3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLCO2B1,O94956,SLCO2B1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLCO3A1,Q9UIG8,SLCO3A1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLCO4C1,Q6ZQN7,SLCO4C1,approved_symbol,HGNC 2025-04-01 archive uniprot_ids
SLFN11,Q7Z7L1,SLFN11,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLFN5,Q08AF3,SLFN5,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLMAP,Q14BN4,SLMAP,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLPI,P03973,SLPI,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SLTM,Q9NWH9,SLTM,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SMAD1,Q15797,SMAD1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SMAD3,P84022,SMAD3,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SMARCA1,P28370,SMARCA1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SMARCAD1,Q9H4L7,SMARCAD1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SMARCAL1,Q9NZC9,SMARCAL1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SMARCC1,Q92922,SMARCC1,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
SMARCC2,Q8TAQ2,SMARCC2,study_provided_exact_label,Ding 2025 Table S2 DEPs exact Protein-to-UniProt crosswalk
